순번,호출부호,입항횟수,입항횟수.1,입항횟수.2,신고톤수,선박명,선사/대리점,선사/대리점.1,신청시설,신청시설.1,신청시설.2,신청일시(FROM ~ TO),신청일시(FROM ~ TO).1,지정시설,지정시설.1,지정시설.2,지정일시(FROM ~ TO),지정일시(FROM ~ TO).1,사용목적명,예보일시,허가유무
521,050442,2023,36,2,75,금오티3호,BSK3141,금오로지스 주식회사,OLT,01,대교동호안,2023-09-27 05:15,2023-10-02 09:20,,,,,,접안대기,2023-10-04,미허가
523,050442,2023,36,3,75,금오티3호,BSK3141,금오로지스 주식회사,OLH,01,청학안벽,2023-10-02 09:40,2023-10-02 09:46,,,,,,접안대기,2023-10-04,미허가
525,140025,2023,72,1,432,3성원호,BSZ9149,(주)아이앤에이코리아,MW5,01,5물량장 1선석,2023-10-02 17:55,2023-10-03 16:35,MW5,01,5물량장 1선석,2023-10-02 17:55,2023-10-03 16:35,접안대기,2023-10-04,허가완료
527,200043,2023,42,5,299,극동3호,BSZ3329,다온물류(주)초량지사,MW5,01,5물량장 1선석,2023-09-26 21:20,2023-09-28 07:10,MW5,01,5물량장 1선석,2023-09-26 21:20,2023-09-28 07:10,접안대기,2023-10-04,허가완료
532,200043,2023,42,7,299,극동3호,BSZ3329,다온물류(주)초량지사,MW5,01,5물량장 1선석,2023-09-28 09:00,2023-09-28 14:20,MW5,01,5물량장 1선석,2023-09-28 09:00,2023-09-28 14:20,접안대기,2023-10-04,허가완료
536,200043,2023,42,9,299,극동3호,BSZ3329,다온물류(주)초량지사,MW5,01,5물량장 1선석,2023-09-28 17:35,2023-09-30 09:22,MW5,01,5물량장 1선석,2023-09-28 17:35,2023-09-30 09:22,접안대기,2023-10-04,허가완료
538,200043,2023,42,11,299,극동3호,BSZ3329,다온물류(주)초량지사,MW5,01,5물량장 1선석,2023-09-30 12:15,2023-10-01 06:24,MW5,01,5물량장 1선석,2023-09-30 12:15,2023-10-01 06:24,접안대기,2023-10-04,허가완료
540,200043,2023,42,13,299,극동3호,BSZ3329,다온물류(주)초량지사,MW5,01,5물량장 1선석,2023-10-01 09:20,2023-10-01 10:03,MW5,01,5물량장 1선석,2023-10-01 09:20,2023-10-01 10:03,접안대기,2023-10-04,허가완료
543,200043,2023,42,15,299,극동3호,BSZ3329,다온물류(주)초량지사,MW5,01,5물량장 1선석,2023-10-01 13:10,2023-10-01 13:30,MW5,01,5물량장 1선석,2023-10-01 13:10,2023-10-01 13:30,접안대기,2023-10-04,허가완료
550,200043,2023,42,17,299,극동3호,BSZ3329,다온물류(주)초량지사,MW5,01,5물량장 1선석,2023-10-01 15:10,2023-10-02 07:20,MW5,01,5물량장 1선석,2023-10-01 15:10,2023-10-02 07:20,접안대기,2023-10-04,허가완료
555,200043,2023,42,19,299,극동3호,BSZ3329,다온물류(주)초량지사,MW5,01,5물량장 1선석,2023-10-02 10:07,2023-10-02 14:27,MW5,01,5물량장 1선석,2023-10-02 10:07,2023-10-02 14:27,접안대기,2023-10-04,허가완료
559,200043,2023,42,21,299,극동3호,BSZ3329,다온물류(주)초량지사,MW5,01,5물량장 1선석,2023-10-02 19:00,2023-10-03 00:20,MW5,01,5물량장 1선석,2023-10-02 19:00,2023-10-03 00:20,접안대기,2023-10-04,허가완료
566,200043,2023,42,23,299,극동3호,BSZ3329,다온물류(주)초량지사,MW5,01,5물량장 1선석,2023-10-03 03:30,2023-10-03 11:35,MW5,01,5물량장 1선석,2023-10-03 03:30,2023-10-03 11:35,접안대기,2023-10-04,허가완료
572,200043,2023,42,25,299,극동3호,BSZ3329,다온물류(주)초량지사,MW5,01,5물량장 1선석,2023-10-03 17:25,2023-10-03 17:50,MW5,01,5물량장 1선석,2023-10-03 17:25,2023-10-03 17:50,접안대기,2023-10-04,허가완료
577,200043,2023,42,27,299,극동3호,BSZ3329,다온물류(주)초량지사,MW5,01,5물량장 1선석,2023-10-03 21:15,2023-10-04 00:20,MW5,01,5물량장 1선석,2023-10-03 21:15,2023-10-04 00:20,접안대기,2023-10-04,허가완료
584,946035,2023,30,2,1.574,일현정호,PHK0008,일신해운(주),WAO,02,O박지 O2 묘지,2023-09-25 11:10,2023-09-25 17:55,,,,,,접안대기,2023-10-04,미허가
585,130060,2023,93,1,751,대경에이스,BSZ7090,에이치비씨해운 주식회사,MW5,01,5물량장 1선석,2023-09-28 15:10,2023-10-01 07:10,MW5,01,5물량장 1선석,2023-09-28 15:10,2023-10-01 07:10,접안대기,2023-10-04,허가완료
590,120025,2023,59,3,388,동방1호,BSK1014,모든기업,OLD,01,동명호안,2023-10-01 08:00,2023-10-01 11:10,OLD,01,동명호안,2023-10-01 08:00,2023-10-01 11:10,접안대기,2023-10-04,허가완료
592,120025,2023,59,5,388,동방1호,BSK1014,모든기업,MS5,02,신항 5부두 2선석,2023-10-02 01:10,2023-10-02 05:10,MS5,02,신항 5부두 2선석,2023-10-02 01:10,2023-10-02 05:10,접안대기,2023-10-04,허가완료
596,130001,2023,33,26,415,동진에이스호,BSZ3488,부민마린 주식회사,MW5,01,5물량장 1선석,2023-09-26 15:20,2023-09-30 15:45,MW5,01,5물량장 1선석,2023-09-26 15:20,2023-09-30 15:45,접안대기,2023-10-04,허가완료
600,130001,2023,33,29,415,동진에이스호,BSZ3488,부민마린 주식회사,MW5,01,5물량장 1선석,2023-10-01 02:45,2023-10-02 10:20,MW5,01,5물량장 1선석,2023-10-01 02:45,2023-10-02 10:20,접안대기,2023-10-04,허가완료
604,130001,2023,33,31,415,동진에이스호,BSZ3488,부민마린 주식회사,WAU,03,신항 U-3 정박지,2023-10-02 17:05,2023-10-02 22:20,WAU,03,신항 U-3 정박지,2023-10-02 17:05,2023-10-02 22:20,접안대기,2023-10-04,허가완료
607,130060,2023,94,1,751,대경에이스,BSZ7090,에이치비씨해운 주식회사,MQF,02,감천 선기조합조선소 안벽-02,2023-10-04 14:00,2023-10-04 16:50,MQF,02,감천 선기조합조선소 안벽-02,2023-10-04 14:00,2023-10-04 16:50,접안대기,2023-10-04,허가완료
628,130029,2023,94,1,549,유성호,BSK9407,세양상사,MW5,01,5물량장 1선석,2023-09-30 05:20,2023-10-02 07:00,MW5,01,5물량장 1선석,2023-09-30 05:20,2023-10-02 07:00,접안대기,2023-10-04,허가완료
640,150041,2023,56,2,241,5대보호,BSZ7387,평길그린워터,MWB,01,봉래동물량장,2023-09-25 16:00,2023-09-26 07:40,MWB,01,봉래동물량장,2023-09-25 16:00,2023-09-26 07:40,접안대기,2023-10-04,허가완료
651,180010,2023,6,3,1.999,두라스카이,BSK2531,두라해운(주),WAO,02,O박지 O2 묘지,2023-09-29 06:45,2023-09-29 16:55,MBD,02,동명부두 D2선석,2023-09-29 06:45,2023-09-29 16:55,접안대기,2023-10-04,허가완료
653,912757,2023,1,1,24,태천호,ICZ0800,태천해운,OLH,01,청학안벽,2023-09-27 13:40,2023-09-27 13:47,OLH,01,청학안벽,2023-09-27 13:40,2023-09-27 13:47,접안대기,2023-10-04,허가완료
654,912757,2023,1,2,24,태천호,ICZ0800,태천해운,MWB,01,봉래동물량장,2023-09-27 13:56,2023-09-28 08:20,,,,,,접안대기,2023-10-04,미허가
656,150041,2023,56,1,241,5대보호,BSZ7387,평길그린워터,MYF,11,선기조합-11(송린),2023-09-25 12:40,2023-09-25 14:25,MQF,02,감천 선기조합조선소 안벽-02,2023-09-25 12:40,2023-09-25 14:25,접안대기,2023-10-04,허가완료
659,961194,2023,1,15,383,이환9호,BSZ9893,이환선박,MWB,01,봉래동물량장,2023-10-06 00:00,2023-10-20 00:00,MWB,01,봉래동물량장,2023-10-06 00:00,2023-10-20 00:00,접안대기,2023-10-04,허가완료
694,224816,2023,62,1,954,루비오션호,USK0058,(주)원강해운,MW5,01,5물량장 1선석,2023-09-26 16:40,2023-09-26 17:00,MW5,01,5물량장 1선석,2023-09-26 16:40,2023-09-26 17:00,접안대기,2023-10-04,허가완료
696,224816,2023,62,3,954,루비오션호,USK0058,(주)원강해운,MW5,01,5물량장 1선석,2023-09-26 21:35,2023-09-27 19:20,MW5,01,5물량장 1선석,2023-09-26 21:35,2023-09-27 19:20,접안대기,2023-10-04,허가완료
730,105351,2023,92,1,575,신흥,BSZ7237,봉은해운(주),MW5,01,5물량장 1선석,2023-09-27 01:25,2023-09-27 08:30,MW5,01,5물량장 1선석,2023-09-27 01:25,2023-09-27 08:30,접안대기,2023-10-04,허가완료
734,DSOT4,2023,30,2,99,금오티7호,BSK3141,금오로지스 주식회사,OLT,01,대교동호안,2023-09-24 02:45,2023-10-01 07:20,,,,,,접안대기,2023-10-04,미허가
735,DSOT4,2023,30,3,99,금오티7호,BSK3141,금오로지스 주식회사,OLH,01,청학안벽,2023-10-01 07:35,2023-10-04 07:40,,,,,,접안대기,2023-10-04,미허가
746,050343,2023,1,11,532,제일에스-11,BSK2147,제일산업개발,MWB,01,봉래동물량장,2023-10-05 11:00,2023-10-18 11:00,MWB,01,봉래동물량장,2023-10-05 11:00,2023-10-18 11:00,접안대기,2023-10-04,허가완료
748,030515,2023,1,9,688,3002해광호,BSZ9532,(주)해광해상운송,MWB,01,봉래동물량장,2023-10-07 00:00,2023-10-21 23:59,MWB,01,봉래동물량장,2023-10-07 00:00,2023-10-21 23:59,접안대기,2023-10-04,허가완료
750,060259,2023,5,17,2.883,에스디10001호,BSK3141,금오로지스 주식회사,OLH,01,청학안벽,2023-10-04 18:00,2023-10-04 23:59,OLH,01,청학안벽,2023-10-04 18:00,2023-10-04 23:59,접안대기,2023-10-04,허가완료
765,130024,2023,53,1,223,금향호,BSM0198,세진유업,MW5,01,5물량장 1선석,2023-09-24 06:40,2023-09-27 15:35,MW5,01,5물량장 1선석,2023-09-24 06:40,2023-09-27 15:35,접안대기,2023-10-04,허가완료
766,130024,2023,53,2,223,금향호,BSM0198,세진유업,MK6,01,감천 6부두 1선석,2023-09-27 16:50,2023-09-27 20:00,MK6,01,감천 6부두 1선석,2023-09-27 16:50,2023-09-27 20:00,접안대기,2023-10-04,허가완료
767,130024,2023,53,3,223,금향호,BSM0198,세진유업,MW5,01,5물량장 1선석,2023-09-27 21:25,2023-09-29 05:55,MW5,01,5물량장 1선석,2023-09-27 21:25,2023-09-29 05:55,접안대기,2023-10-04,허가완료
768,130024,2023,53,4,223,금향호,BSM0198,세진유업,MK3,03,감천 3부두 3선석,2023-09-29 10:20,2023-09-29 13:35,MK3,03,감천 3부두 3선석,2023-09-29 10:20,2023-09-29 13:35,접안대기,2023-10-04,허가완료
769,130024,2023,53,5,223,금향호,BSM0198,세진유업,MW5,01,5물량장 1선석,2023-09-29 15:15,2023-10-03 08:40,MW5,01,5물량장 1선석,2023-09-29 15:15,2023-10-03 08:40,접안대기,2023-10-04,허가완료
770,130024,2023,53,6,223,금향호,BSM0198,세진유업,MK6,01,감천 6부두 1선석,2023-10-03 09:50,2023-10-03 11:15,MK6,01,감천 6부두 1선석,2023-10-03 09:50,2023-10-03 11:15,접안대기,2023-10-04,허가완료
775,D7UA,2023,36,1,7.634,SUNNY DAHLIA,KMS8832,고려해운(주),WAN,04,남외항 N-4박지,2023-10-01 21:00,2023-10-02 09:00,WAN,04,남외항 N-4박지,2023-10-01 21:00,2023-10-02 09:00,접안대기,2023-10-04,허가완료
823,D8RV,2023,69,3,13.681,PANSTAR GENIE NO.2,KMC0725,(주)팬스타라인닷컴,WAN,04,남외항 N-4박지,2023-10-02 17:00,2023-10-07 18:00,WAN,04,남외항 N-4박지,2023-10-02 17:00,2023-10-07 18:00,접안대기,2023-10-05,허가완료
830,971467,2023,128,1,81,제7천양,BSU2855,(주)보해해운,MW5,01,5물량장 1선석,2023-10-03 15:05,2023-10-04 12:30,MW5,01,5물량장 1선석,2023-10-03 15:05,2023-10-04 12:30,접안대기,2023-10-05,허가완료
833,971467,2023,129,1,81,제7천양,BSU2855,(주)보해해운,*LP,01,대평동호안,2023-10-04 14:20,2023-10-04 16:55,*LP,01,대평동호안,2023-10-04 14:20,2023-10-04 16:55,접안대기,2023-10-05,허가완료
840,220023,2023,100,1,749,창용1호,BSB2532,창용해운,MW5,01,5물량장 1선석,2023-10-02 03:30,2023-10-02 17:40,MW5,01,5물량장 1선석,2023-10-02 03:30,2023-10-02 17:40,접안대기,2023-10-05,허가완료
842,220023,2023,100,3,749,창용1호,BSB2532,창용해운,MW5,01,5물량장 1선석,2023-10-02 20:50,2023-10-04 10:55,MW5,01,5물량장 1선석,2023-10-02 20:50,2023-10-04 10:55,접안대기,2023-10-05,허가완료
854,935257,2023,21,26,41,해광호,BSZ3365,해광마린,MW5,01,5물량장 1선석,2023-10-02 12:55,2023-10-05 08:25,,,,,,접안대기,2023-10-05,미허가
856,120004,2023,41,10,299,뉴동신호,BSZ9968,(주)동신기업,OLD,01,동명호안,2023-10-04 07:50,2023-10-04 09:40,OLD,01,동명호안,2023-10-04 07:50,2023-10-04 09:40,접안대기,2023-10-05,허가완료
857,120004,2023,41,11,299,뉴동신호,BSZ9968,(주)동신기업,OLD,01,동명호안,2023-10-04 09:50,2023-10-04 10:20,OLD,01,동명호안,2023-10-04 09:50,2023-10-04 10:20,접안대기,2023-10-05,허가완료
859,BL2192,2023,1,2,1.131,LUNG SOON FA NO.1,BSC2247,주식회사 세모마린,WAN,03,남외항 N-3박지,2023-10-05 11:00,2023-10-06 11:00,,,,,,접안대기,2023-10-05,미허가
865,216808,2023,18,1,1.693,뉴일출봉,PHK0008,일신해운(주),WAO,02,O박지 O2 묘지,2023-10-02 11:50,2023-10-03 12:40,WAO,02,O박지 O2 묘지,2023-10-02 11:50,2023-10-03 12:40,접안대기,2023-10-05,허가완료
873,130010,2023,93,1,200,32대영호,BSB2287,보성마린,MW5,01,5물량장 1선석,2023-10-03 01:00,2023-10-04 07:10,MW5,01,5물량장 1선석,2023-10-03 01:00,2023-10-04 07:10,접안대기,2023-10-05,허가완료
883,120025,2023,59,7,388,동방1호,BSK1014,모든기업,MBE,Q2,감만부두 동측안벽 2선석,2023-10-04 07:50,2023-10-04 09:05,MBE,Q2,감만부두 동측안벽 2선석,2023-10-04 07:50,2023-10-04 09:05,접안대기,2023-10-05,허가완료
884,120025,2023,59,8,388,동방1호,BSK1014,모든기업,WAN,05,남외항 N-5박지,2023-10-04 10:05,2023-10-04 12:20,WAN,05,남외항 N-5박지,2023-10-04 10:05,2023-10-04 12:20,접안대기,2023-10-05,허가완료
909,120039,2023,65,5,223,삼성호,BSK3377,보림해운 주식회사,MW5,01,5물량장 1선석,2023-10-02 09:05,2023-10-03 04:55,MW5,01,5물량장 1선석,2023-10-02 09:05,2023-10-03 04:55,접안대기,2023-10-05,허가완료
911,210003,2023,69,1,373,21동방호,BSK3374,(주)오성유업,MW5,01,5물량장 1선석,2023-09-27 23:10,2023-10-04 23:30,MW5,01,5물량장 1선석,2023-09-27 23:10,2023-10-04 23:30,접안대기,2023-10-05,허가완료
920,120039,2023,65,9,223,삼성호,BSK3377,보림해운 주식회사,MW5,01,5물량장 1선석,2023-10-03 13:15,2023-10-04 08:35,MW5,01,5물량장 1선석,2023-10-03 13:15,2023-10-04 08:35,접안대기,2023-10-05,허가완료
923,120039,2023,65,11,223,삼성호,BSK3377,보림해운 주식회사,MW5,01,5물량장 1선석,2023-10-04 10:45,2023-10-04 12:35,MW5,01,5물량장 1선석,2023-10-04 10:45,2023-10-04 12:35,접안대기,2023-10-05,허가완료
925,120039,2023,65,13,223,삼성호,BSK3377,보림해운 주식회사,MW5,01,5물량장 1선석,2023-10-04 14:10,2023-10-05 05:55,MW5,01,5물량장 1선석,2023-10-04 14:10,2023-10-05 05:55,접안대기,2023-10-05,허가완료
927,120039,2023,65,15,223,삼성호,BSK3377,보림해운 주식회사,MW5,01,5물량장 1선석,2023-10-05 09:10,2023-10-05 09:40,MW5,01,5물량장 1선석,2023-10-05 09:10,2023-10-05 09:40,접안대기,2023-10-05,허가완료
943,130001,2023,33,33,415,동진에이스호,BSZ3488,부민마린 주식회사,MW5,01,5물량장 1선석,2023-10-03 11:35,2023-10-04 09:55,MW5,01,5물량장 1선석,2023-10-03 11:35,2023-10-04 09:55,접안대기,2023-10-05,허가완료
952,068241,2023,1,211,51,태경,BSZ9454,대진기업,MW5,01,5물량장 1선석,2023-08-30 16:00,2023-09-01 07:40,,,,,,접안대기,2023-10-05,미허가
954,068241,2023,1,212,51,태경,BSZ9454,대진기업,MW5,01,5물량장 1선석,2023-09-01 09:00,2023-09-01 13:00,,,,,,접안대기,2023-10-05,미허가
956,068241,2023,1,214,51,태경,BSZ9454,대진기업,MW5,01,5물량장 1선석,2023-09-01 15:35,2023-09-03 06:00,,,,,,접안대기,2023-10-05,미허가
958,068241,2023,1,216,51,태경,BSZ9454,대진기업,MW5,01,5물량장 1선석,2023-09-03 08:55,2023-09-04 10:00,,,,,,접안대기,2023-10-05,미허가
961,180017,2023,93,1,919,동명에이스,BSB2479,동명해운,MW5,01,5물량장 1선석,2023-10-03 01:15,2023-10-03 05:50,MW5,01,5물량장 1선석,2023-10-03 01:15,2023-10-03 05:50,접안대기,2023-10-05,허가완료
963,180017,2023,93,3,919,동명에이스,BSB2479,동명해운,MW5,01,5물량장 1선석,2023-10-03 16:00,2023-10-04 14:20,MW5,01,5물량장 1선석,2023-10-03 16:00,2023-10-04 14:20,접안대기,2023-10-05,허가완료
964,068241,2023,1,218,51,태경,BSZ9454,대진기업,MW5,01,5물량장 1선석,2023-09-04 16:30,2023-09-05 11:10,,,,,,접안대기,2023-10-05,미허가
968,068241,2023,1,219,51,태경,BSZ9454,대진기업,MBS,03,신선대부두 3선석,2023-09-05 11:30,2023-09-05 11:40,,,,,,접안대기,2023-10-05,미허가
972,068241,2023,1,222,51,태경,BSZ9454,대진기업,MW5,01,5물량장 1선석,2023-09-05 14:45,2023-09-06 08:35,,,,,,접안대기,2023-10-05,미허가
973,068241,2023,1,224,51,태경,BSZ9454,대진기업,MW5,01,5물량장 1선석,2023-09-06 11:30,2023-09-07 06:25,,,,,,접안대기,2023-10-05,미허가
977,068241,2023,1,227,51,태경,BSZ9454,대진기업,MW5,01,5물량장 1선석,2023-09-07 12:00,2023-09-08 01:35,,,,,,접안대기,2023-10-05,미허가
981,068241,2023,1,229,51,태경,BSZ9454,대진기업,MW5,01,5물량장 1선석,2023-09-08 04:20,2023-09-08 07:40,,,,,,접안대기,2023-10-05,미허가
987,068241,2023,1,233,51,태경,BSZ9454,대진기업,MW5,01,5물량장 1선석,2023-09-08 20:45,2023-09-09 10:30,,,,,,접안대기,2023-10-05,미허가
993,068241,2023,1,235,51,태경,BSZ9454,대진기업,MW5,01,5물량장 1선석,2023-09-09 13:00,2023-09-11 15:15,,,,,,접안대기,2023-10-05,미허가
995,068241,2023,1,239,51,태경,BSZ9454,대진기업,MW5,01,5물량장 1선석,2023-09-11 22:15,2023-09-12 13:00,,,,,,접안대기,2023-10-05,미허가
997,068241,2023,1,241,51,태경,BSZ9454,대진기업,MW5,01,5물량장 1선석,2023-09-12 15:05,2023-09-14 08:00,,,,,,접안대기,2023-10-05,미허가
998,DSOT4,2023,31,1,99,금오티7호,BSK3141,금오로지스 주식회사,OLH,01,청학안벽,2023-10-04 21:55,2023-10-04 23:50,OLH,01,청학안벽,2023-10-04 21:55,2023-10-04 23:50,접안대기,2023-10-05,허가완료
999,068241,2023,1,244,51,태경,BSZ9454,대진기업,MW5,01,5물량장 1선석,2023-09-14 16:40,2023-09-15 06:50,,,,,,접안대기,2023-10-05,미허가
1002,068241,2023,1,238,51,태경,BSZ9454,대진기업,MQA,01,삼한안벽-01,2023-09-11 20:40,2023-09-11 21:15,MQA,01,삼한안벽-01,2023-09-11 20:40,2023-09-11 21:15,접안대기,2023-10-05,허가완료
1009,068241,2023,1,250,51,태경,BSZ9454,대진기업,MW5,01,5물량장 1선석,2023-09-15 18:35,2023-09-16 17:30,,,,,,접안대기,2023-10-05,미허가
1012,068241,2023,1,252,51,태경,BSZ9454,대진기업,MW5,01,5물량장 1선석,2023-09-16 20:40,2023-09-18 13:10,,,,,,접안대기,2023-10-05,미허가
1016,068241,2023,1,254,51,태경,BSZ9454,대진기업,MW5,01,5물량장 1선석,2023-09-18 17:25,2023-09-19 12:40,,,,,,접안대기,2023-10-05,미허가
1018,068241,2023,1,256,51,태경,BSZ9454,대진기업,MW5,01,5물량장 1선석,2023-08-19 15:05,2023-09-20 13:20,,,,,,접안대기,2023-10-05,미허가
1019,068241,2023,1,258,51,태경,BSZ9454,대진기업,MW5,01,5물량장 1선석,2023-09-20 16:20,2023-09-22 08:50,,,,,,접안대기,2023-10-05,미허가
1020,DSEA3,2023,101,10,210,1성진,BSK2658,성진유운,MW5,01,5물량장 1선석,2023-09-25 21:40,2023-09-28 07:30,MW5,01,5물량장 1선석,2023-09-25 21:40,2023-09-28 07:30,접안대기,2023-10-05,허가완료
1021,DSEA3,2023,101,11,210,1성진,BSK2658,성진유운,MDY,01,영도(KOCO) 돌핀,2023-09-28 07:45,2023-09-28 08:45,MDY,01,영도(KOCO) 돌핀,2023-09-28 07:45,2023-09-28 08:45,접안대기,2023-10-05,허가완료
1022,068241,2023,1,260,51,태경,BSZ9454,대진기업,MW5,01,5물량장 1선석,2023-09-22 18:00,2023-09-26 08:45,,,,,,접안대기,2023-10-05,미허가
1026,068241,2023,1,263,51,태경,BSZ9454,대진기업,MW5,01,5물량장 1선석,2023-09-26 16:25,2023-09-27 07:50,,,,,,접안대기,2023-10-05,미허가
1028,200043,2023,42,30,299,극동3호,BSZ3329,다온물류(주)초량지사,MW5,01,5물량장 1선석,2023-10-04 11:33,2023-10-05 00:20,MW5,01,5물량장 1선석,2023-10-04 11:33,2023-10-05 00:20,접안대기,2023-10-05,허가완료
1029,068241,2023,1,265,51,태경,BSZ9454,대진기업,MW5,01,5물량장 1선석,2023-09-27 10:40,2023-09-28 15:45,,,,,,접안대기,2023-10-05,미허가
1030,DSEA3,2023,103,2,210,1성진,BSK2658,성진유운,MW5,01,5물량장 1선석,2023-09-28 21:25,2023-09-30 06:30,MW5,01,5물량장 1선석,2023-09-28 21:25,2023-09-30 06:30,접안대기,2023-10-05,허가완료
1032,DSEA3,2023,103,3,210,1성진,BSK2658,성진유운,MB6,03,자성대부두 63선석,2023-09-30 06:50,2023-09-30 08:50,MB6,03,자성대부두 63선석,2023-09-30 06:50,2023-09-30 08:50,접안대기,2023-10-05,허가완료
1033,DSEA3,2023,103,4,210,1성진,BSK2658,성진유운,MW5,01,5물량장 1선석,2023-09-30 09:05,2023-10-05 08:00,MW5,01,5물량장 1선석,2023-09-30 09:05,2023-10-05 08:00,접안대기,2023-10-05,허가완료
1035,DSEA3,2023,103,5,210,1성진,BSK2658,성진유운,MDY,01,영도(KOCO) 돌핀,2023-10-05 08:20,2023-10-05 08:55,MDY,01,영도(KOCO) 돌핀,2023-10-05 08:20,2023-10-05 08:55,접안대기,2023-10-05,허가완료
1036,DSEA3,2023,103,6,210,1성진,BSK2658,성진유운,MBP,01,연안여객부두 P1선석,2023-10-05 09:10,2023-10-05 09:45,MBP,01,연안여객부두 P1선석,2023-10-05 09:10,2023-10-05 09:45,접안대기,2023-10-05,허가완료
1037,DSEA3,2023,103,7,210,1성진,BSK2658,성진유운,MW5,01,5물량장 1선석,2023-10-05 10:00,2023-10-05 10:05,MW5,01,5물량장 1선석,2023-10-05 10:00,2023-10-05 10:05,접안대기,2023-10-05,허가완료
1039,068241,2023,1,267,51,태경,BSZ9454,대진기업,MW5,01,5물량장 1선석,2023-09-28 17:40,2023-10-04 13:30,,,,,,접안대기,2023-10-05,미허가
1040,200036,2023,22,16,299,극동1호,BSZ3329,다온물류(주)초량지사,MW5,01,5물량장 1선석,2023-10-04 10:00,2023-10-05 00:20,MW5,01,5물량장 1선석,2023-10-04 10:00,2023-10-05 00:20,접안대기,2023-10-05,허가완료
1043,068241,2023,1,257,51,태경,BSZ9454,대진기업,MK6,01,감천 6부두 1선석,2023-09-20 14:10,2023-09-20 15:30,MK6,01,감천 6부두 1선석,2023-09-20 14:10,2023-09-20 15:30,접안대기,2023-10-05,허가완료
1044,068241,2023,1,259,51,태경,BSZ9454,대진기업,MK6,01,감천 6부두 1선석,2023-09-22 09:45,2023-09-22 17:20,MK6,01,감천 6부두 1선석,2023-09-22 09:45,2023-09-22 17:20,접안대기,2023-10-05,허가완료
1052,200017,2023,1,22,1.134,씨킹,BSZ3147,씨텍개발,MWD,01,동삼 물양장,2023-10-07 00:00,2023-10-21 00:00,MWD,01,동삼 물양장,2023-10-07 00:00,2023-10-21 00:00,접안대기,2023-10-05,허가완료
1055,091116,2023,69,7,149,현중호,BSB2542,에스제이쉬핑,MW5,01,5물량장 1선석,2023-09-25 20:00,2023-09-26 11:50,,,,,,접안대기,2023-10-05,미허가
