순번,호출부호,입항횟수,입항횟수.1,입항횟수.2,신고톤수,선박명,선사/대리점,선사/대리점.1,신청시설,신청시설.1,신청시설.2,신청일시(FROM ~ TO),신청일시(FROM ~ TO).1,지정시설,지정시설.1,지정시설.2,지정일시(FROM ~ TO),지정일시(FROM ~ TO).1,사용목적명,예보일시,허가유무
8235,166803,2023,22,2,396,로원호,BSZ3632,로원,MW5,01,5물량장 1선석,2023-10-27 11:10,2023-10-28 06:40,MW5,01,5물량장 1선석,2023-10-27 11:10,2023-10-28 06:40,접안대기,2023-10-28,허가완료
8242,9V8010,2023,34,2,7.170,ATLANTIC SOUTH,OSL0038,장금상선(주),WAU,01,신항 U-1 정박지,2023-10-28 07:00,2023-10-28 17:00,WAU,03,신항 U-3 정박지,2023-10-28 07:00,2023-10-28 17:00,접안대기,2023-10-28,허가완료
8246,220007,2023,80,1,291,무성,BSZ3463,(주)이수해운,MWB,01,봉래동물량장,2023-10-28 03:15,2023-10-28 10:30,MWB,01,봉래동물량장,2023-10-28 03:15,2023-10-28 10:30,접안대기,2023-10-28,허가완료
8254,UBVP4,2023,1,1,1.086,OSTROVNOY-8,BSC2045,(유)해우로지스틱스,WAN,02,남외항 N-2박지,2023-10-28 20:00,2023-10-29 10:00,,,,,,접안대기,2023-10-28,미허가
8274,3E4941,2023,13,2,6.555,SUN STAR,BSC2321,성안해운(주),WAN,03,남외항 N-3박지,2023-10-29 01:00,2023-10-30 18:00,MK6,03,감천 6부두 3선석,2023-10-29 01:00,2023-10-30 18:00,접안대기,2023-10-28,허가완료
8275,DSEK9,2023,82,1,4.914,HEUNG-A ULSAN,ICZ0830,흥아라인(주),WAN,03,남외항 N-3박지,2023-10-29 02:00,2023-10-31 22:00,WAN,03,남외항 N-3박지,2023-10-29 02:00,2023-10-31 22:00,접안대기,2023-10-28,허가완료
8278,6YRM7,2023,3,1,3.745,SHUN YUE 13,BSC2242,(주)웨이포인트포트서비스코리아리미티드,WAN,03,남외항 N-3박지,2023-10-29 10:00,2023-11-01 08:00,WAN,03,남외항 N-3박지,2023-10-29 10:00,2023-11-01 08:00,접안대기,2023-10-28,허가완료
8290,DSQB7,2023,19,1,1.725,SNK LADY,KMC0151,대호상선(주),WAN,02,남외항 N-2박지,2023-10-29 12:00,2023-10-30 08:00,WAN,02,남외항 N-2박지,2023-10-29 12:00,2023-10-30 08:00,접안대기,2023-10-29,허가완료
8291,DSOB7,2023,60,2,3.736,GLOBAL NUBIRA,ICZ0830,흥아라인(주),WAN,03,남외항 N-3박지,2023-10-29 15:00,2023-10-30 19:00,MBS,01,신선대부두 1선석,2023-10-29 15:00,2023-10-30 19:00,접안대기,2023-10-29,허가완료
8298,3EJU8,2023,24,1,9.191,NIIGATA TRADER,OSL0038,장금상선(주),WAN,04,남외항 N-4박지,2023-10-29 13:00,2023-10-31 16:00,WAN,04,남외항 N-4박지,2023-10-29 13:00,2023-10-31 16:00,접안대기,2023-10-29,허가완료
8305,UBOK9,2023,1,1,2.354,OSTROV MONERON,BSC2228,(주)케이티아이 중앙동지점,WAN,03,남외항 N-3박지,2023-10-29 20:00,2023-10-30 20:00,WAN,03,남외항 N-3박지,2023-10-29 20:00,2023-10-30 20:00,접안대기,2023-10-29,허가완료
8334,130063,2023,44,1,149,13대신호,BSB2344,명성마린,OLD,01,동명호안,2023-10-29 13:30,2023-10-29 16:40,,,,,,접안대기,2023-10-29,미허가
8360,BTUV,2023,37,1,7.589,HENG YU,KMS8835,동영해운(주),WAN,03,남외항 N-3박지,2023-10-30 09:00,2023-10-31 23:00,WAN,03,남외항 N-3박지,2023-10-30 09:00,2023-10-31 23:00,접안대기,2023-10-29,허가완료
8372,166803,2023,23,1,396,로원호,BSZ3632,로원,MW5,01,5물량장 1선석,2023-10-29 01:10,2023-10-29 07:35,MW5,01,5물량장 1선석,2023-10-29 01:10,2023-10-29 07:35,접안대기,2023-10-30,허가완료
8374,166803,2023,23,3,396,로원호,BSZ3632,로원,MW5,01,5물량장 1선석,2023-10-29 15:00,2023-10-30 06:00,MW5,01,5물량장 1선석,2023-10-29 15:00,2023-10-30 06:00,접안대기,2023-10-30,허가완료
8444,935257,2023,25,5,41,해광호,BSZ3365,해광마린,MW5,01,5물량장 1선석,2023-10-26 17:10,2023-10-27 01:50,,,,,,접안대기,2023-10-30,미허가
8446,935257,2023,25,7,41,해광호,BSZ3365,해광마린,MW5,01,5물량장 1선석,2023-10-27 07:00,2023-10-27 11:55,,,,,,접안대기,2023-10-30,미허가
8447,935257,2023,25,9,41,해광호,BSZ3365,해광마린,MW5,01,5물량장 1선석,2023-10-27 16:40,2023-10-30 06:35,,,,,,접안대기,2023-10-30,미허가
8453,120004,2023,43,9,299,뉴동신호,BSZ9968,(주)동신기업,MBR,02,감만부두 2선석,2023-10-27 08:00,2023-10-27 10:50,,,,,,접안대기,2023-10-30,미허가
8454,120004,2023,43,10,299,뉴동신호,BSZ9968,(주)동신기업,MW5,01,5물량장 1선석,2023-10-27 11:15,2023-10-29 07:25,,,,,,접안대기,2023-10-30,미허가
8455,120004,2023,43,11,299,뉴동신호,BSZ9968,(주)동신기업,OLD,01,동명호안,2023-10-29 07:50,2023-10-29 09:35,,,,,,접안대기,2023-10-30,미허가
8456,120004,2023,43,12,299,뉴동신호,BSZ9968,(주)동신기업,MW5,01,5물량장 1선석,2023-10-29 10:10,2023-10-29 17:00,,,,,,접안대기,2023-10-30,미허가
8457,120004,2023,43,13,299,뉴동신호,BSZ9968,(주)동신기업,MS3,03,신항 3부두 3선석,2023-10-29 20:00,2023-10-29 22:20,,,,,,접안대기,2023-10-30,미허가
8461,922068,2023,17,1,59,금오티5호,BSK3141,금오로지스 주식회사,OLH,01,청학안벽,2023-10-27 04:35,2023-10-27 04:36,OLH,01,청학안벽,2023-10-27 04:35,2023-10-27 04:36,접안대기,2023-10-30,허가완료
8462,922068,2023,17,2,59,금오티5호,BSK3141,금오로지스 주식회사,OLT,01,대교동호안,2023-10-27 05:05,2023-10-28 16:45,OLT,01,대교동호안,2023-10-27 05:05,2023-10-28 16:45,접안대기,2023-10-30,허가완료
8466,922068,2023,17,3,59,금오티5호,BSK3141,금오로지스 주식회사,OLH,01,청학안벽,2023-10-28 17:05,2023-10-28 17:10,OLH,01,청학안벽,2023-10-28 17:05,2023-10-28 17:10,접안대기,2023-10-30,허가완료
8467,922068,2023,17,4,1.105,금오티5호,BSK3141,금오로지스 주식회사,WAZ,99,기타정박지,2023-10-28 21:20,2023-10-29 01:40,WAZ,99,기타정박지,2023-10-28 21:20,2023-10-29 01:40,접안대기,2023-10-30,허가완료
8468,922068,2023,17,5,1.105,금오티5호,BSK3141,금오로지스 주식회사,MFL,01,신항 다목적부두연결잔교,2023-10-29 02:40,2023-10-29 04:20,MFL,01,신항 다목적부두연결잔교,2023-10-29 02:40,2023-10-29 04:20,접안대기,2023-10-30,허가완료
8492,130024,2023,59,1,223,금향호,BSM0198,세진유업,MW5,01,5물량장 1선석,2023-10-27 13:05,2023-10-28 07:20,MW5,01,5물량장 1선석,2023-10-27 13:05,2023-10-28 07:20,접안대기,2023-10-30,허가완료
8493,130024,2023,59,2,223,금향호,BSM0198,세진유업,MK6,01,감천 6부두 1선석,2023-10-28 08:35,2023-10-28 10:50,MK6,01,감천 6부두 1선석,2023-10-28 08:35,2023-10-28 10:50,접안대기,2023-10-30,허가완료
8496,969087,2023,1,30,278,해연5호,BSM0188,명진선박,MB7,05,우암부두 75선석,2023-10-31 06:00,2023-10-31 23:59,MB7,05,우암부두 75선석,2023-10-31 06:00,2023-10-31 23:59,접안대기,2023-10-30,허가완료
8498,685613,2023,1,7,22,제3천양,BSM0188,명진선박,MB7,05,우암부두 75선석,2023-10-31 06:00,2023-10-31 23:59,MB7,05,우암부두 75선석,2023-10-31 06:00,2023-10-31 23:59,접안대기,2023-10-30,허가완료
8508,3EFX3,2023,3,1,2.986,SDL MAYA,KMC0131,부산선박(주),WAN,03,남외항 N-3박지,2023-10-30 15:00,2023-10-31 15:00,WAN,03,남외항 N-3박지,2023-10-30 15:00,2023-10-31 15:00,접안대기,2023-10-30,허가완료
8519,130010,2023,100,1,200,32대영호,BSB2287,보성마린,MW5,01,5물량장 1선석,2023-10-27 17:50,2023-10-28 07:35,MW5,01,5물량장 1선석,2023-10-27 17:50,2023-10-28 07:35,접안대기,2023-10-30,허가완료
8522,200036,2023,25,6,299,극동1호,BSZ3329,다온물류(주)초량지사,MW5,01,5물량장 1선석,2023-10-26 10:05,2023-10-29 07:20,,,,,,접안대기,2023-10-30,미허가
8529,120025,2023,64,2,388,동방1호,BSK1014,모든기업,OLD,01,동명호안,2023-10-30 01:00,2023-10-30 03:15,OLD,01,동명호안,2023-10-30 01:00,2023-10-30 03:15,접안대기,2023-10-30,허가완료
8533,080957,2023,148,3,125,2상훈호,BSZ7242,영기업,MW5,01,5물량장 1선석,2023-10-21 23:05,2023-10-25 08:55,,,,,,접안대기,2023-10-30,미허가
8537,080957,2023,148,4,125,2상훈호,BSZ7242,영기업,MWB,01,봉래동물량장,2023-10-25 09:15,2023-10-25 09:55,,,,,,접안대기,2023-10-30,미허가
8540,080957,2023,148,5,125,2상훈호,BSZ7242,영기업,MW5,01,5물량장 1선석,2023-10-25 10:15,2023-10-26 11:10,,,,,,접안대기,2023-10-30,미허가
8543,080957,2023,148,6,125,2상훈호,BSZ7242,영기업,MWB,01,봉래동물량장,2023-10-26 11:30,2023-10-26 12:20,,,,,,접안대기,2023-10-30,미허가
8545,080957,2023,148,7,125,2상훈호,BSZ7242,영기업,MW5,01,5물량장 1선석,2023-10-26 12:35,2023-10-27 10:58,,,,,,접안대기,2023-10-30,미허가
8548,080957,2023,148,9,125,2상훈호,BSZ7242,영기업,MW5,01,5물량장 1선석,2023-10-27 14:00,2023-10-28 12:10,,,,,,접안대기,2023-10-30,미허가
8549,200043,2023,44,30,299,극동3호,BSZ3329,다온물류(주)초량지사,MW5,01,5물량장 1선석,2023-10-26 14:55,2023-10-27 10:25,,,,,,접안대기,2023-10-30,미허가
8552,200043,2023,44,32,299,극동3호,BSZ3329,다온물류(주)초량지사,MW5,01,5물량장 1선석,2023-10-27 12:45,2023-10-27 14:30,,,,,,접안대기,2023-10-30,미허가
8556,200043,2023,44,34,299,극동3호,BSZ3329,다온물류(주)초량지사,MW5,01,5물량장 1선석,2023-10-27 17:00,2023-10-28 09:10,,,,,,접안대기,2023-10-30,미허가
8557,091116,2023,82,1,149,현중호,BSB2542,에스제이쉬핑,MW5,01,5물량장 1선석,2023-10-27 19:45,2023-10-27 19:50,MW5,01,5물량장 1선석,2023-10-27 19:45,2023-10-27 19:50,접안대기,2023-10-30,허가완료
8558,080957,2023,149,1,125,2상훈호,BSZ7242,영기업,*LP,01,대평동호안,2023-10-28 12:38,2023-10-28 13:05,*LP,01,대평동호안,2023-10-28 12:38,2023-10-28 13:05,접안대기,2023-10-30,허가완료
8563,200043,2023,44,36,299,극동3호,BSZ3329,다온물류(주)초량지사,MW5,01,5물량장 1선석,2023-10-28 11:40,2023-10-29 11:30,,,,,,접안대기,2023-10-30,미허가
8564,091116,2023,82,3,149,현중호,BSB2542,에스제이쉬핑,MW5,01,5물량장 1선석,2023-10-27 21:35,2023-10-28 06:10,,,,,,접안대기,2023-10-30,미허가
8569,200043,2023,44,38,299,극동3호,BSZ3329,다온물류(주)초량지사,MW5,01,5물량장 1선석,2023-10-29 14:15,2023-10-30 07:25,,,,,,접안대기,2023-10-30,미허가
8576,DSOE5,2023,41,1,9.522,PEGASUS YOTTA,KMS8835,동영해운(주),WAM,08,M박지 M8 묘지,2023-10-30 06:00,2023-10-31 21:00,WAM,08,M박지 M8 묘지,2023-10-30 06:00,2023-10-31 21:00,접안대기,2023-10-30,허가완료
8592,090481,2019,2,1,87,해양호,BSZ7437,(주)청해마린,MW5,01,5물량장 1선석,2019-01-05 12:15,2019-01-07 09:55,MW5,01,5물량장 1선석,2019-01-05 12:15,2019-01-07 09:55,접안대기,2023-10-30,허가완료
8610,224809,2023,71,1,791,동해씨스타,USZ2623,디에이치탱커 주식회사,WAU,01,신항 U-1 정박지,2023-10-28 03:30,2023-10-28 08:00,WAU,03,신항 U-3 정박지,2023-10-28 03:30,2023-10-28 08:00,접안대기,2023-10-30,허가완료
8612,080957,2023,148,8,125,2상훈호,BSZ7242,영기업,MK5,02,감천 5부두 2선석,2023-10-27 12:15,2023-10-27 12:55,MK5,02,감천 5부두 2선석,2023-10-27 12:15,2023-10-27 12:55,접안대기,2023-10-30,허가완료
8632,011101,2023,72,1,125,제101영진호,BSU2626,(주)인창마린,MW5,01,5물량장 1선석,2023-10-28 03:30,2023-10-30 09:35,MW5,01,5물량장 1선석,2023-10-28 03:30,2023-10-30 09:35,접안대기,2023-10-30,허가완료
8644,130060,2023,100,1,751,대경에이스,BSZ7090,에이치비씨해운 주식회사,MW5,01,5물량장 1선석,2023-10-27 11:20,2023-10-29 02:35,MW5,01,5물량장 1선석,2023-10-27 11:20,2023-10-29 02:35,접안대기,2023-10-30,허가완료
8647,230032,2023,3,1,499,해성호,BSZ7090,에이치비씨해운 주식회사,MW5,01,5물량장 1선석,2023-10-26 09:50,2023-10-27 04:00,MW5,01,5물량장 1선석,2023-10-26 09:50,2023-10-27 04:00,접안대기,2023-10-30,허가완료
8662,090481,2018,40,2,87,해양호,BSZ7437,(주)청해마린,MQH,01,다대항대선조선매립지안벽(사설),2018-12-13 15:00,2018-12-13 15:15,MQH,01,다대항대선조선매립지안벽(사설),2018-12-13 15:00,2018-12-13 15:15,접안대기,2023-10-30,허가완료
8663,090481,2018,44,4,87,해양호,BSZ7437,(주)청해마린,MQH,01,다대항대선조선매립지안벽(사설),2018-12-20 14:30,2018-12-20 15:10,MQH,01,다대항대선조선매립지안벽(사설),2018-12-20 14:30,2018-12-20 15:10,접안대기,2023-10-30,허가완료
8664,090481,2019,3,1,87,해양호,BSZ7437,(주)청해마린,MQH,01,다대항대선조선매립지안벽(사설),2019-01-08 17:10,2019-01-08 19:30,MQH,01,다대항대선조선매립지안벽(사설),2019-01-08 17:10,2019-01-08 19:30,접안대기,2023-10-30,허가완료
8665,090481,2018,44,10,87,해양호,BSZ7437,(주)청해마린,MQH,01,다대항대선조선매립지안벽(사설),2018-12-30 09:05,2018-12-30 10:10,MQH,01,다대항대선조선매립지안벽(사설),2018-12-30 09:05,2018-12-30 10:10,접안대기,2023-10-30,허가완료
8666,090481,2019,2,2,87,해양호,BSZ7437,(주)청해마린,MYF,07,선기조합-07(선보),2019-01-07 13:15,2019-01-08 16:00,MYF,07,선기조합-07(선보),2019-01-07 13:15,2019-01-08 16:00,접안대기,2023-10-30,허가완료
8671,090481,2019,5,1,87,해양호,BSZ7437,(주)청해마린,MW5,01,5물량장 1선석,2019-01-12 11:05,2019-01-24 20:55,MW5,01,5물량장 1선석,2019-01-12 11:05,2019-01-24 20:55,접안대기,2023-10-30,허가완료
8675,090481,2019,5,3,87,해양호,BSZ7437,(주)청해마린,MW5,01,5물량장 1선석,2019-01-25 00:25,2019-01-26 09:25,,,,,,접안대기,2023-10-30,미허가
8679,105351,2023,103,1,575,신흥,BSZ7237,봉은해운(주),MW5,01,5물량장 1선석,2023-10-27 04:20,2023-10-28 19:25,MW5,01,5물량장 1선석,2023-10-27 04:20,2023-10-28 19:25,접안대기,2023-10-30,허가완료
8681,090481,2019,5,5,87,해양호,BSZ7437,(주)청해마린,MW5,01,5물량장 1선석,2019-01-26 12:30,2019-02-07 08:55,,,,,,접안대기,2023-10-30,미허가
8683,090481,2019,5,6,87,해양호,BSZ7437,(주)청해마린,MWB,01,봉래동물량장,2019-02-07 09:30,2019-02-07 10:45,,,,,,접안대기,2023-10-30,미허가
8692,090481,2019,5,2,87,해양호,BSZ7437,(주)청해마린,MQH,01,다대항대선조선매립지안벽(사설),2019-01-24 22:05,2019-01-24 23:15,MQH,01,다대항대선조선매립지안벽(사설),2019-01-24 22:05,2019-01-24 23:15,접안대기,2023-10-30,허가완료
8693,090481,2019,5,4,87,해양호,BSZ7437,(주)청해마린,MYF,07,선기조합-07(선보),2019-01-26 10:25,2019-01-26 11:35,MYF,07,선기조합-07(선보),2019-01-26 10:25,2019-01-26 11:35,접안대기,2023-10-30,허가완료
8698,120061,2023,59,3,320,12청경호,BSZ2594,(주)세종유업,MW5,01,5물량장 1선석,2023-10-28 18:15,2023-10-29 06:40,MW5,01,5물량장 1선석,2023-10-28 18:15,2023-10-29 06:40,접안대기,2023-10-30,허가완료
8700,120061,2023,59,5,320,12청경호,BSZ2594,(주)세종유업,MW5,01,5물량장 1선석,2023-10-29 10:10,2023-10-29 12:20,MW5,01,5물량장 1선석,2023-10-29 10:10,2023-10-29 12:20,접안대기,2023-10-30,허가완료
8701,120061,2023,59,6,320,12청경호,BSZ2594,(주)세종유업,WAN,03,남외항 N-3박지,2023-10-29 13:30,2023-10-29 16:15,WAN,03,남외항 N-3박지,2023-10-29 13:30,2023-10-29 16:15,접안대기,2023-10-30,허가완료
8702,120061,2023,59,7,320,12청경호,BSZ2594,(주)세종유업,MW5,01,5물량장 1선석,2023-10-29 17:10,2023-10-30 07:05,MW5,01,5물량장 1선석,2023-10-29 17:10,2023-10-30 07:05,접안대기,2023-10-30,허가완료
8706,140025,2023,80,1,432,3성원호,BSZ9149,(주)아이앤에이코리아,MW5,01,5물량장 1선석,2023-10-25 23:10,2023-10-26 06:25,MW5,01,5물량장 1선석,2023-10-25 23:10,2023-10-26 06:25,접안대기,2023-10-30,허가완료
8708,140025,2023,80,3,432,3성원호,BSZ9149,(주)아이앤에이코리아,MW5,01,5물량장 1선석,2023-10-26 14:15,2023-10-27 15:10,MW5,01,5물량장 1선석,2023-10-26 14:15,2023-10-27 15:10,접안대기,2023-10-30,허가완료
8709,058282,2023,61,1,204,금성호,BSU2755,(주)부경페트롤,MW5,01,5물량장 1선석,2023-10-27 13:25,2023-10-27 16:15,MW5,01,5물량장 1선석,2023-10-27 13:25,2023-10-27 16:15,접안대기,2023-10-30,허가완료
8711,140025,2023,80,5,432,3성원호,BSZ9149,(주)아이앤에이코리아,MW5,01,5물량장 1선석,2023-10-27 18:20,2023-10-27 20:15,MW5,01,5물량장 1선석,2023-10-27 18:20,2023-10-27 20:15,접안대기,2023-10-30,허가완료
8712,140025,2023,80,6,432,3성원호,BSZ9149,(주)아이앤에이코리아,MBR,03,감만부두 3선석,2023-10-27 20:40,2023-10-27 23:20,MBR,03,감만부두 3선석,2023-10-27 20:40,2023-10-27 23:20,접안대기,2023-10-30,허가완료
8713,140025,2023,80,8,432,3성원호,BSZ9149,(주)아이앤에이코리아,MW5,01,5물량장 1선석,2023-10-28 02:35,2023-10-29 12:30,MW5,01,5물량장 1선석,2023-10-28 02:35,2023-10-29 12:30,접안대기,2023-10-30,허가완료
8715,140025,2023,80,10,432,3성원호,BSZ9149,(주)아이앤에이코리아,MW5,01,5물량장 1선석,2023-10-29 14:45,2023-10-30 02:50,MW5,01,5물량장 1선석,2023-10-29 14:45,2023-10-30 02:50,접안대기,2023-10-30,허가완료
8718,140025,2023,80,11,432,3성원호,BSZ9149,(주)아이앤에이코리아,MBS,04,신선대부두 4선석,2023-10-30 03:20,2023-10-30 05:05,MBS,04,신선대부두 4선석,2023-10-30 03:20,2023-10-30 05:05,접안대기,2023-10-30,허가완료
8719,140025,2023,80,12,432,3성원호,BSZ9149,(주)아이앤에이코리아,MW5,01,5물량장 1선석,2023-10-30 03:35,2023-10-30 07:35,MW5,01,5물량장 1선석,2023-10-30 03:35,2023-10-30 07:35,접안대기,2023-10-30,허가완료
8721,210011,2023,39,2,220,11청경호,BSZ2594,(주)세종유업,MW5,01,5물량장 1선석,2023-10-24 06:00,2023-10-24 12:35,,,,,,접안대기,2023-10-30,미허가
8724,210011,2023,39,4,220,11청경호,BSZ2594,(주)세종유업,MW5,01,5물량장 1선석,2023-10-24 14:00,2023-10-24 21:10,,,,,,접안대기,2023-10-30,미허가
8726,210011,2023,39,6,220,11청경호,BSZ2594,(주)세종유업,MW5,01,5물량장 1선석,2023-10-25 02:00,2023-10-27 12:30,,,,,,접안대기,2023-10-30,미허가
8730,210011,2023,39,9,220,11청경호,BSZ2594,(주)세종유업,MW5,01,5물량장 1선석,2023-10-28 20:50,2023-10-29 10:15,,,,,,접안대기,2023-10-30,미허가
8742,140025,2023,80,2,432,3성원호,BSZ9149,(주)아이앤에이코리아,MK7,01,감천 7부두 1선석,2023-10-26 07:50,2023-10-26 12:30,MK7,01,감천 7부두 1선석,2023-10-26 07:50,2023-10-26 12:30,접안대기,2023-10-30,허가완료
8750,140025,2023,80,7,432,3성원호,BSZ9149,(주)아이앤에이코리아,MBS,05,신선대부두 5선석,2023-10-27 23:40,2023-10-28 02:20,MBS,05,신선대부두 5선석,2023-10-27 23:40,2023-10-28 02:20,접안대기,2023-10-30,허가완료
8766,106362,2023,6,1,1.782,삼양8003호,BSZ7604,삼양해운(주),OLH,01,청학안벽,2023-10-31 12:00,2023-11-10 12:00,OLH,01,청학안벽,2023-10-31 12:00,2023-11-10 12:00,접안대기,2023-10-30,허가완료
8772,090671,2023,12,2,1.731,삼양8001호,BSK3326,삼양산업개발,OLH,01,청학안벽,2023-10-30 20:00,2023-11-10 12:00,OLH,01,청학안벽,2023-10-30 20:00,2023-11-10 12:00,접안대기,2023-10-30,허가완료
8813,130074,2023,83,1,291,덕진호,BSZ7419,(주)덕진해운,MW5,01,5물량장 1선석,2023-10-16 10:30,2023-10-19 11:25,MW5,01,5물량장 1선석,2023-10-16 10:30,2023-10-19 11:25,접안대기,2023-10-30,허가완료
8822,091321,2023,66,1,890,삼진1호,BSK2945,원진해운(주),MW5,01,5물량장 1선석,2023-10-25 04:45,2023-10-25 08:05,MW5,01,5물량장 1선석,2023-10-25 04:45,2023-10-25 08:05,접안대기,2023-10-30,허가완료
8832,091321,2023,67,1,890,삼진1호,BSK2945,원진해운(주),MW5,01,5물량장 1선석,2023-10-29 09:55,2023-10-30 04:10,MW5,01,5물량장 1선석,2023-10-29 09:55,2023-10-30 04:10,접안대기,2023-10-30,허가완료
8844,130074,2023,85,1,291,덕진호,BSZ7419,(주)덕진해운,MW5,01,5물량장 1선석,2023-10-23 22:30,2023-10-24 00:05,MW5,01,5물량장 1선석,2023-10-23 22:30,2023-10-24 00:05,접안대기,2023-10-30,허가완료
8861,130074,2023,85,3,291,덕진호,BSZ7419,(주)덕진해운,MW5,01,5물량장 1선석,2023-10-24 03:40,2023-10-24 12:00,MW5,01,5물량장 1선석,2023-10-24 03:40,2023-10-24 12:00,접안대기,2023-10-30,허가완료
8892,D8WQ,2023,15,1,2.143,대성7호,BSK0118,(주)대성해운,MYF,07,선기조합-07(선보),2023-10-30 18:00,2023-10-31 08:00,MYF,07,선기조합-07(선보),2023-10-30 18:00,2023-10-31 08:00,접안대기,2023-10-30,허가완료
8895,060595,2023,9,59,149,상현,BSK9408,유진마린,MW5,01,5물량장 1선석,2023-10-22 14:35,2023-10-26 11:50,,,,,,접안대기,2023-10-30,미허가
8903,DSEA3,2023,111,1,210,1성진,BSK2658,성진유운,MW5,01,5물량장 1선석,2023-10-27 20:55,2023-10-30 06:55,MW5,01,5물량장 1선석,2023-10-27 20:55,2023-10-30 06:55,접안대기,2023-10-30,허가완료
8908,V7A5051,2023,29,2,9.916,STAR CHASER,KMS8833,남성해운(주),WAN,03,남외항 N-3박지,2023-10-31 06:00,2023-11-01 18:00,,,,,,접안대기,2023-10-30,미허가
8910,060595,2023,9,64,149,상현,BSK9408,유진마린,MW5,01,5물량장 1선석,2023-10-27 18:20,2023-10-28 09:05,,,,,,접안대기,2023-10-30,미허가
8912,060595,2023,9,66,149,상현,BSK9408,유진마린,MW5,01,5물량장 1선석,2023-10-28 14:30,2023-10-28 16:15,,,,,,접안대기,2023-10-30,미허가
8915,060595,2023,9,68,149,상현,BSK9408,유진마린,MW5,01,5물량장 1선석,2023-10-28 18:40,2023-10-30 08:35,,,,,,접안대기,2023-10-30,미허가
8949,230029,2023,7,7,399,보문,BSZ7237,봉은해운(주),MW5,01,5물량장 1선석,2023-10-26 15:25,2023-10-27 01:00,MW5,01,5물량장 1선석,2023-10-26 15:25,2023-10-27 01:00,접안대기,2023-10-30,허가완료
8951,230029,2023,7,9,399,보문,BSZ7237,봉은해운(주),MW5,01,5물량장 1선석,2023-10-27 04:00,2023-10-27 14:00,MW5,01,5물량장 1선석,2023-10-27 04:00,2023-10-27 14:00,접안대기,2023-10-30,허가완료
